# rp  wgg  wgg_err  wgp  wgp_err  wpp  wpp_err
0.117767 366.011000 61.178200 1.630620 6.026160 0.000000 0.000000
0.159615 304.306000 40.999700 11.739700 3.941650 0.000000 0.000000
0.216334 236.661000 27.624700 0.361337 3.055110 0.000000 0.000000
0.293207 160.471000 15.445800 7.245280 1.978480 0.000000 0.000000
0.397397 197.394000 14.671900 4.781750 1.547010 0.000000 0.000000
0.538610 268.130000 11.692600 3.786690 1.170310 0.000000 0.000000
0.730002 181.342000 9.120340 1.498970 0.900791 0.000000 0.000000
0.989404 137.279000 7.148830 0.458006 0.558586 0.000000 0.000000
1.340980 109.943000 5.156000 -0.682602 0.481731 0.000000 0.000000
1.817500 86.870700 4.582570 0.281986 0.310023 0.000000 0.000000
2.463340 68.560100 3.920670 0.569278 0.270251 0.000000 0.000000
3.338670 59.652300 3.707550 0.633749 0.158623 0.000000 0.000000
4.525050 46.250700 3.412890 0.170291 0.119171 0.000000 0.000000
6.133000 37.081700 3.135440 0.266279 0.108279 0.000000 0.000000
8.312340 28.153900 2.906130 0.219124 0.069641 0.000000 0.000000
11.266100 21.774900 2.824680 0.217657 0.057653 0.000000 0.000000
15.269400 15.866600 2.724820 0.074230 0.049834 0.000000 0.000000
20.695400 12.450300 2.563680 0.134186 0.042629 0.000000 0.000000
28.049400 8.108130 2.441440 0.086124 0.032785 0.000000 0.000000
38.016600 5.293810 2.295940 0.030349 0.026805 0.000000 0.000000
51.525600 3.296560 2.130190 0.022933 0.022341 0.000000 0.000000
69.834900 2.296610 1.886070 0.005444 0.018970 0.000000 0.000000
94.650400 1.792230 1.623100 0.038015 0.016077 0.000000 0.000000
128.284000 0.778961 1.330620 0.031665 0.012446 0.000000 0.000000
173.869000 0.459020 0.949079 -0.000077 0.012882 0.000000 0.000000
