# rp  wgg  wgg_err  wgp  wgp_err  wpp  wpp_err
0.117767 552.767000 94.019600 9.177950 7.029730 0.000000 0.000000
0.159615 410.129000 40.202000 -0.405090 4.646230 0.000000 0.000000
0.216334 250.212000 26.908500 3.431520 2.703660 0.000000 0.000000
0.293207 159.175000 15.584200 3.683790 1.764800 0.000000 0.000000
0.397397 188.592000 13.834100 2.009460 1.646700 0.000000 0.000000
0.538610 268.154000 12.956300 1.251080 1.076750 0.000000 0.000000
0.730002 178.195000 8.801960 0.831134 0.896677 0.000000 0.000000
0.989404 137.394000 5.946700 0.026432 0.674667 0.000000 0.000000
1.340980 113.260000 5.193920 0.081091 0.391408 0.000000 0.000000
1.817500 91.467300 4.039090 0.701587 0.321047 0.000000 0.000000
2.463340 75.718000 3.790200 0.109960 0.236046 0.000000 0.000000
3.338670 60.459700 3.376550 0.536033 0.180511 0.000000 0.000000
4.525050 48.686600 3.152020 0.329463 0.134179 0.000000 0.000000
6.133000 37.498700 2.904560 0.301720 0.106703 0.000000 0.000000
8.312340 30.079100 2.759440 0.228404 0.071984 0.000000 0.000000
11.266100 23.538500 2.685480 0.099014 0.054729 0.000000 0.000000
15.269400 17.389000 2.522730 0.117109 0.046802 0.000000 0.000000
20.695400 12.226200 2.388780 0.066105 0.037460 0.000000 0.000000
28.049400 8.336670 2.270050 0.095192 0.029910 0.000000 0.000000
38.016600 5.326590 2.099460 0.056229 0.025021 0.000000 0.000000
51.525600 3.518760 1.942890 0.074752 0.022751 0.000000 0.000000
69.834900 2.515460 1.710860 0.060959 0.020070 0.000000 0.000000
94.650400 1.697220 1.505250 0.031605 0.015452 0.000000 0.000000
128.284000 0.910639 1.287230 0.003257 0.013679 0.000000 0.000000
173.869000 0.559699 0.950293 0.011082 0.013387 0.000000 0.000000
