# rp  wgg  wgg_err  wgp  wgp_err  wpp  wpp_err
0.117766 2315.340000 108.423000 6.001940 10.634100 0.000000 0.000000
0.159610 1869.980000 69.824200 8.452100 7.633010 0.000000 0.000000
0.216323 1123.120000 43.137500 1.094810 4.356980 0.000000 0.000000
0.293186 749.494000 29.192000 6.017130 2.957770 0.000000 0.000000
0.397360 490.052000 17.009800 5.360730 1.893750 0.000000 0.000000
0.538550 336.774000 10.898000 -0.427421 1.458280 0.000000 0.000000
0.729906 239.293000 8.529630 -0.033991 0.913176 0.000000 0.000000
0.989254 170.782000 5.767690 0.461346 0.648160 0.000000 0.000000
1.340750 126.468000 4.982960 -0.169601 0.421819 0.000000 0.000000
1.817150 95.724100 3.771880 -0.034587 0.362438 0.000000 0.000000
2.462810 76.543700 3.055930 -0.114618 0.228252 0.000000 0.000000
3.337900 60.014100 2.195060 0.347401 0.185456 0.000000 0.000000
4.523910 46.891200 1.922810 0.121970 0.150469 0.000000 0.000000
6.131340 37.068600 1.474840 0.102882 0.107986 0.000000 0.000000
8.309910 27.907200 1.322670 0.141865 0.079661 0.000000 0.000000
11.262600 19.943400 1.054040 0.098075 0.073309 0.000000 0.000000
15.264400 14.703400 0.964351 0.071384 0.051232 0.000000 0.000000
20.688100 10.251700 0.816895 0.080921 0.046236 0.000000 0.000000
28.038900 7.128010 0.726515 0.018650 0.045793 0.000000 0.000000
38.001700 4.279430 0.614448 0.046802 0.034582 0.000000 0.000000
51.504300 2.205710 0.563688 0.019182 0.028812 0.000000 0.000000
69.804700 1.212780 0.416287 0.028152 0.024940 0.000000 0.000000
94.607600 0.602599 0.368324 0.036656 0.022609 0.000000 0.000000
128.223000 0.093349 0.366757 0.010429 0.015487 0.000000 0.000000
173.783000 -0.242686 0.304251 0.004323 0.016602 0.000000 0.000000
