# rp  wgg  wgg_err  wgp  wgp_err  wpp  wpp_err
0.117766 2333.080000 124.340000 24.202700 8.074470 0.000000 0.000000
0.159610 1853.530000 86.283000 19.193000 5.259880 0.000000 0.000000
0.216323 1334.350000 53.623500 10.103500 3.980830 0.000000 0.000000
0.293186 840.960000 36.255400 8.215250 2.662110 0.000000 0.000000
0.397360 557.404000 24.932900 7.017250 1.579300 0.000000 0.000000
0.538550 382.554000 14.829200 3.357460 1.159800 0.000000 0.000000
0.729906 259.975000 11.241700 2.351460 0.767751 0.000000 0.000000
0.989254 193.124000 8.386380 1.472180 0.524686 0.000000 0.000000
1.340750 135.243000 6.153010 0.572384 0.354464 0.000000 0.000000
1.817150 104.436000 4.585180 0.666127 0.290631 0.000000 0.000000
2.462810 86.459200 3.364610 0.247408 0.195733 0.000000 0.000000
3.337900 68.314100 2.520990 0.557282 0.134960 0.000000 0.000000
4.523910 53.194500 2.542060 0.376785 0.103940 0.000000 0.000000
6.131340 41.494600 1.786960 0.393387 0.084288 0.000000 0.000000
8.309910 30.534200 1.528960 0.329881 0.071334 0.000000 0.000000
11.262600 22.586800 1.473470 0.188412 0.054302 0.000000 0.000000
15.264400 16.692200 1.247850 0.194262 0.040814 0.000000 0.000000
20.688100 11.546100 1.072060 0.157767 0.036199 0.000000 0.000000
28.038900 8.341520 0.882134 0.101603 0.030987 0.000000 0.000000
38.001700 5.198310 0.733907 0.075591 0.023057 0.000000 0.000000
51.504300 2.934560 0.674476 0.016398 0.021041 0.000000 0.000000
69.804700 1.320020 0.544559 0.016480 0.019748 0.000000 0.000000
94.607600 0.429359 0.535713 0.039233 0.018663 0.000000 0.000000
128.223000 0.290266 0.441344 0.029038 0.013657 0.000000 0.000000
173.783000 0.021105 0.383831 0.011324 0.012464 0.000000 0.000000
