# rp  wgg  wgg_err  wgp  wgp_err  wpp  wpp_err
0.117766 1684.810000 163.472000 18.827700 16.128600 0.000000 0.000000
0.159610 1399.810000 101.600000 -4.061920 12.240600 0.000000 0.000000
0.216323 976.530000 72.054500 9.433760 7.641360 0.000000 0.000000
0.293186 689.954000 43.639900 -8.795620 4.503440 0.000000 0.000000
0.397360 477.624000 30.024200 3.654250 3.240160 0.000000 0.000000
0.538550 287.247000 16.798800 0.018844 1.971250 0.000000 0.000000
0.729906 242.196000 15.429100 2.322500 1.707010 0.000000 0.000000
0.989254 166.868000 10.759700 0.991051 1.052830 0.000000 0.000000
1.340750 121.102000 7.135230 0.975491 0.728953 0.000000 0.000000
1.817150 91.965200 6.423350 0.174114 0.592689 0.000000 0.000000
2.462810 75.550100 5.238300 0.216905 0.402285 0.000000 0.000000
3.337900 60.958100 3.507120 0.365572 0.320520 0.000000 0.000000
4.523910 44.898000 2.737980 0.618765 0.237260 0.000000 0.000000
6.131340 37.913800 2.646000 0.157549 0.185041 0.000000 0.000000
8.309910 24.836400 2.188870 -0.063239 0.141907 0.000000 0.000000
11.262600 19.589400 1.889350 0.062571 0.126363 0.000000 0.000000
15.264400 13.044600 1.628570 0.191660 0.094150 0.000000 0.000000
20.688100 9.088510 1.422140 0.230368 0.088430 0.000000 0.000000
28.038900 5.723590 1.299680 0.183209 0.071571 0.000000 0.000000
38.001700 3.092910 1.078360 0.176492 0.066352 0.000000 0.000000
51.504300 1.612800 0.826731 0.179205 0.052467 0.000000 0.000000
69.804700 1.267580 0.772915 0.103720 0.055860 0.000000 0.000000
94.607600 0.864424 0.628529 0.063654 0.033504 0.000000 0.000000
128.223000 -0.015176 0.523087 0.069609 0.035721 0.000000 0.000000
173.783000 -0.167934 0.445166 0.022495 0.026048 0.000000 0.000000
