# rp  wgg  wgg_err  wgp  wgp_err  wpp  wpp_err
0.117766 2073.380000 158.217000 22.185800 17.427200 0.000000 0.000000
0.159610 1563.180000 100.963000 18.340000 10.261100 0.000000 0.000000
0.216323 1109.000000 67.175600 -7.948350 6.905610 0.000000 0.000000
0.293186 801.511000 46.911800 6.209670 4.724750 0.000000 0.000000
0.397360 500.768000 32.810000 2.366880 2.671170 0.000000 0.000000
0.538550 376.609000 21.297900 4.532080 2.247810 0.000000 0.000000
0.729906 235.595000 12.932100 3.245170 1.359740 0.000000 0.000000
0.989254 179.250000 8.552000 0.720477 1.029460 0.000000 0.000000
1.340750 125.861000 6.454570 2.168130 0.730679 0.000000 0.000000
1.817150 95.310100 5.598500 0.769000 0.528848 0.000000 0.000000
2.462810 77.599400 3.975410 0.286497 0.426084 0.000000 0.000000
3.337900 65.373400 2.750540 0.164157 0.261708 0.000000 0.000000
4.523910 49.424400 2.877720 0.419953 0.200616 0.000000 0.000000
6.131340 39.096600 1.987500 0.263784 0.177937 0.000000 0.000000
8.309910 25.963800 1.692760 0.140091 0.125107 0.000000 0.000000
11.262600 21.678800 1.582060 0.014726 0.089916 0.000000 0.000000
15.264400 15.682300 1.261330 0.255084 0.079604 0.000000 0.000000
20.688100 10.981200 1.211500 0.207014 0.070110 0.000000 0.000000
28.038900 7.587110 0.891834 0.050249 0.058452 0.000000 0.000000
38.001700 4.882950 0.724008 0.076596 0.052080 0.000000 0.000000
51.504300 2.926010 0.687676 0.025050 0.049279 0.000000 0.000000
69.804700 1.237940 0.550892 -0.021365 0.032029 0.000000 0.000000
94.607600 0.237578 0.533689 0.011522 0.033944 0.000000 0.000000
128.223000 0.245583 0.415621 0.019481 0.030917 0.000000 0.000000
173.783000 -0.040963 0.378212 0.003226 0.023923 0.000000 0.000000
