# rp  wgg  wgg_err  wgp  wgp_err  wpp  wpp_err
0.117766 2635.490000 156.455000 51.237700 13.984300 0.000000 0.000000
0.159610 2204.970000 93.751400 35.383700 9.569150 0.000000 0.000000
0.216323 1544.380000 61.211300 19.460000 5.114750 0.000000 0.000000
0.293186 962.960000 33.831100 18.533500 3.811980 0.000000 0.000000
0.397360 661.643000 24.327600 12.977300 2.358640 0.000000 0.000000
0.538550 434.404000 17.194900 7.571820 1.663290 0.000000 0.000000
0.729906 308.552000 11.645800 5.015980 1.058530 0.000000 0.000000
0.989254 213.199000 8.365900 2.562440 0.751355 0.000000 0.000000
1.340750 149.023000 5.634520 1.806750 0.530448 0.000000 0.000000
1.817150 117.857000 4.342770 1.162930 0.362122 0.000000 0.000000
2.462810 94.441100 3.593230 1.003240 0.252532 0.000000 0.000000
3.337900 76.806900 2.742230 0.829505 0.201455 0.000000 0.000000
4.523910 59.434000 2.501840 0.670771 0.142116 0.000000 0.000000
6.131340 45.198600 2.028780 0.589652 0.116722 0.000000 0.000000
8.309910 33.093400 1.676670 0.496837 0.095286 0.000000 0.000000
11.262600 22.982800 1.413230 0.315994 0.079671 0.000000 0.000000
15.264400 18.001700 1.255010 0.141073 0.050037 0.000000 0.000000
20.688100 11.584800 0.931629 0.251363 0.050856 0.000000 0.000000
28.038900 8.067640 0.788864 0.206979 0.043389 0.000000 0.000000
38.001700 5.069100 0.681761 0.123140 0.035928 0.000000 0.000000
51.504300 2.233470 0.615713 0.052795 0.034828 0.000000 0.000000
69.804700 1.192200 0.491927 0.039598 0.030597 0.000000 0.000000
94.607600 0.535651 0.494579 0.036089 0.022406 0.000000 0.000000
128.223000 0.046315 0.438685 0.035653 0.020686 0.000000 0.000000
173.783000 -0.110100 0.362879 0.014145 0.018693 0.000000 0.000000
