# rp  wgg  wgg_err  wgp  wgp_err  wpp  wpp_err
0.117766 1948.790000 115.609000 29.823100 12.412000 0.000000 0.000000
0.159610 1556.290000 77.244600 25.014200 8.227200 0.000000 0.000000
0.216323 987.594000 47.161900 21.326000 4.765550 0.000000 0.000000
0.293186 725.070000 32.903200 7.589970 3.317130 0.000000 0.000000
0.397360 494.545000 22.881600 7.464620 2.467860 0.000000 0.000000
0.538550 336.681000 15.598400 3.945170 1.747460 0.000000 0.000000
0.729906 242.068000 10.009400 1.573590 1.074700 0.000000 0.000000
0.989254 168.220000 7.153930 0.682955 0.679492 0.000000 0.000000
1.340750 123.444000 5.838820 0.731282 0.530892 0.000000 0.000000
1.817150 98.638800 4.669420 0.176069 0.348632 0.000000 0.000000
2.462810 86.579600 3.234130 0.424542 0.289827 0.000000 0.000000
3.337900 67.115900 2.453100 0.512650 0.203844 0.000000 0.000000
4.523910 49.998800 2.182140 0.149928 0.152256 0.000000 0.000000
6.131340 37.982200 1.643320 0.335889 0.121157 0.000000 0.000000
8.309910 29.194900 1.388180 0.281772 0.089438 0.000000 0.000000
11.262600 21.212500 1.088770 0.128433 0.068141 0.000000 0.000000
15.264400 14.290200 0.904568 0.156465 0.056614 0.000000 0.000000
20.688100 10.475800 0.800798 0.119815 0.048011 0.000000 0.000000
28.038900 6.853130 0.745244 0.141136 0.043601 0.000000 0.000000
38.001700 4.337990 0.617512 0.082116 0.033306 0.000000 0.000000
51.504300 2.126780 0.547665 0.066641 0.028504 0.000000 0.000000
69.804700 1.233670 0.408497 0.051874 0.029665 0.000000 0.000000
94.607600 0.472830 0.453051 0.045153 0.023873 0.000000 0.000000
128.223000 -0.022325 0.361195 0.035390 0.021894 0.000000 0.000000
173.783000 -0.084267 0.297463 0.025294 0.016620 0.000000 0.000000
