# rp  wgg  wgg_err  wgp  wgp_err  wpp  wpp_err
0.117766 2058.690000 146.655000 31.189900 18.044700 0.000000 0.000000
0.159610 1683.880000 100.636000 12.441100 12.290400 0.000000 0.000000
0.216323 1107.760000 67.551500 20.624200 7.326050 0.000000 0.000000
0.293186 735.797000 42.848800 8.654560 5.099410 0.000000 0.000000
0.397360 531.851000 29.425000 7.545190 3.421650 0.000000 0.000000
0.538550 358.095000 21.051400 3.775680 2.346720 0.000000 0.000000
0.729906 237.540000 14.090900 1.908520 1.430930 0.000000 0.000000
0.989254 187.901000 10.831300 1.759420 0.980953 0.000000 0.000000
1.340750 129.309000 7.992800 0.832314 0.712845 0.000000 0.000000
1.817150 99.690000 6.247270 0.048650 0.503592 0.000000 0.000000
2.462810 89.359800 4.517930 0.343398 0.362046 0.000000 0.000000
3.337900 67.823900 3.511510 0.635948 0.249777 0.000000 0.000000
4.523910 53.097800 2.826210 0.266778 0.187363 0.000000 0.000000
6.131340 40.359800 2.269430 0.617639 0.153204 0.000000 0.000000
8.309910 31.129100 1.695860 0.333255 0.106149 0.000000 0.000000
11.262600 22.979400 1.636150 0.185724 0.097009 0.000000 0.000000
15.264400 15.497600 1.323900 0.225598 0.088669 0.000000 0.000000
20.688100 11.507400 1.112490 0.147706 0.067075 0.000000 0.000000
28.038900 8.313550 0.961393 0.159746 0.052651 0.000000 0.000000
38.001700 4.637750 0.799166 0.070320 0.045773 0.000000 0.000000
51.504300 2.784510 0.734269 0.039591 0.038729 0.000000 0.000000
69.804700 1.116750 0.606839 0.041475 0.038700 0.000000 0.000000
94.607600 0.183272 0.575864 0.074515 0.035173 0.000000 0.000000
128.223000 -0.025411 0.455826 0.045597 0.028722 0.000000 0.000000
173.783000 -0.022524 0.380257 0.035213 0.023722 0.000000 0.000000
