# rp wgg wgg_err wgp wgp_err wpp wpp_err
1.17769e-01 1.14361e+03 8.45193e+01 2.29613e+01 7.46676e+00 0.00000e+00 0.00000e+00
1.59622e-01 8.20087e+02 5.79491e+01 2.96767e+00 5.14028e+00 0.00000e+00 0.00000e+00
2.16349e-01 7.03674e+02 4.02827e+01 9.34104e+00 3.25280e+00 0.00000e+00 0.00000e+00
2.93236e-01 6.19457e+02 3.12737e+01 3.99667e+00 2.40250e+00 0.00000e+00 0.00000e+00
3.97447e-01 4.93428e+02 2.47881e+01 1.66095e+00 1.61668e+00 0.00000e+00 0.00000e+00
5.38693e-01 3.10173e+02 1.29302e+01 2.19338e+00 1.02868e+00 0.00000e+00 0.00000e+00
7.30136e-01 2.23754e+02 1.02488e+01 2.37236e+00 7.00991e-01 0.00000e+00 0.00000e+00
9.89614e-01 1.59236e+02 7.46940e+00 2.85966e-01 5.28681e-01 0.00000e+00 0.00000e+00
1.34131e+00 1.20943e+02 5.29438e+00 7.99498e-01 3.46114e-01 0.00000e+00 0.00000e+00
1.81798e+00 9.26082e+01 4.34823e+00 7.92277e-01 2.40898e-01 0.00000e+00 0.00000e+00
2.46406e+00 7.68653e+01 3.40914e+00 4.21171e-01 1.93239e-01 0.00000e+00 0.00000e+00
3.33975e+00 6.00476e+01 2.70342e+00 2.80493e-01 1.47413e-01 0.00000e+00 0.00000e+00
4.52664e+00 4.63984e+01 2.20377e+00 2.14193e-01 1.17223e-01 0.00000e+00 0.00000e+00
6.13533e+00 3.60775e+01 1.92945e+00 8.70824e-02 8.03107e-02 0.00000e+00 0.00000e+00
8.31572e+00 2.59041e+01 1.45886e+00 1.56218e-01 6.35061e-02 0.00000e+00 0.00000e+00
1.12710e+01 1.91455e+01 1.35038e+00 1.13805e-01 5.49726e-02 0.00000e+00 0.00000e+00
1.52765e+01 1.34685e+01 1.11899e+00 1.84103e-01 3.87334e-02 0.00000e+00 0.00000e+00
2.07055e+01 9.45675e+00 9.98968e-01 1.45338e-01 3.07190e-02 0.00000e+00 0.00000e+00
2.80639e+01 6.08888e+00 8.87177e-01 7.90046e-02 3.16991e-02 0.00000e+00 0.00000e+00
3.80373e+01 3.30689e+00 7.95222e-01 7.92335e-02 2.51107e-02 0.00000e+00 0.00000e+00
5.15551e+01 1.58384e+00 7.19671e-01 6.28557e-02 2.24453e-02 0.00000e+00 0.00000e+00
6.98769e+01 4.93031e-01 7.36219e-01 2.17961e-02 2.06874e-02 0.00000e+00 0.00000e+00
9.47099e+01 -1.25757e-01 7.36085e-01 1.26955e-02 1.85633e-02 0.00000e+00 0.00000e+00
