# rp wgg wgg_err wgp wgp_err wpp wpp_err
1.17769e-01 1.07053e+03 6.76191e+01 6.96693e+00 5.98635e+00 0.00000e+00 0.00000e+00
1.59622e-01 9.10130e+02 5.14548e+01 1.05362e+01 4.71470e+00 0.00000e+00 0.00000e+00
2.16349e-01 6.49619e+02 2.90615e+01 3.29330e+00 3.14982e+00 0.00000e+00 0.00000e+00
2.93236e-01 6.35207e+02 2.79428e+01 5.77218e+00 2.25459e+00 0.00000e+00 0.00000e+00
3.97447e-01 4.72271e+02 1.88448e+01 3.25653e+00 1.41697e+00 0.00000e+00 0.00000e+00
5.38693e-01 3.16662e+02 1.26655e+01 8.17588e-01 9.27380e-01 0.00000e+00 0.00000e+00
7.30136e-01 2.23286e+02 9.16180e+00 3.46470e-01 6.88924e-01 0.00000e+00 0.00000e+00
9.89614e-01 1.61220e+02 7.32541e+00 6.46490e-01 5.07509e-01 0.00000e+00 0.00000e+00
1.34131e+00 1.16138e+02 4.87126e+00 2.37164e-01 3.07317e-01 0.00000e+00 0.00000e+00
1.81798e+00 9.14165e+01 3.96019e+00 -3.16732e-02 2.46090e-01 0.00000e+00 0.00000e+00
2.46406e+00 7.40090e+01 3.30492e+00 3.63875e-01 1.84394e-01 0.00000e+00 0.00000e+00
3.33975e+00 5.96216e+01 2.54857e+00 2.40873e-01 1.27011e-01 0.00000e+00 0.00000e+00
4.52664e+00 4.55237e+01 2.15028e+00 1.87395e-01 1.00155e-01 0.00000e+00 0.00000e+00
6.13533e+00 3.68669e+01 1.72158e+00 1.80641e-01 7.18654e-02 0.00000e+00 0.00000e+00
8.31572e+00 2.73027e+01 1.43468e+00 1.60659e-01 5.98449e-02 0.00000e+00 0.00000e+00
1.12710e+01 1.99699e+01 1.24348e+00 1.12479e-01 4.29063e-02 0.00000e+00 0.00000e+00
1.52765e+01 1.42221e+01 1.09053e+00 1.10196e-01 3.51808e-02 0.00000e+00 0.00000e+00
2.07055e+01 9.83968e+00 9.28098e-01 7.19942e-02 2.75042e-02 0.00000e+00 0.00000e+00
2.80639e+01 6.46204e+00 8.06102e-01 3.25810e-02 2.54079e-02 0.00000e+00 0.00000e+00
3.80373e+01 3.81518e+00 6.96402e-01 6.10199e-02 2.36811e-02 0.00000e+00 0.00000e+00
5.15551e+01 1.75852e+00 6.55052e-01 4.03026e-02 2.18738e-02 0.00000e+00 0.00000e+00
6.98769e+01 8.79304e-01 6.51251e-01 2.30861e-02 1.72858e-02 0.00000e+00 0.00000e+00
9.47099e+01 2.07633e-01 5.88885e-01 2.51244e-02 1.48217e-02 0.00000e+00 0.00000e+00
