# rp wgg wgg_err wgp wgp_err wpp wpp_err
1.17769e-01 1.70615e+03 1.18223e+02 2.78369e+01 8.25450e+00 0.00000e+00 0.00000e+00
1.59622e-01 1.12115e+03 7.07228e+01 2.69562e+01 5.17327e+00 0.00000e+00 0.00000e+00
2.16349e-01 8.56374e+02 4.88605e+01 1.13275e+01 3.66266e+00 0.00000e+00 0.00000e+00
2.93236e-01 7.52377e+02 3.83149e+01 1.24008e+01 2.76388e+00 0.00000e+00 0.00000e+00
3.97447e-01 5.90286e+02 2.97408e+01 7.93479e+00 1.90615e+00 0.00000e+00 0.00000e+00
5.38693e-01 3.74433e+02 1.62135e+01 4.53850e+00 9.49329e-01 0.00000e+00 0.00000e+00
7.30136e-01 2.49136e+02 1.13079e+01 1.71595e+00 7.35571e-01 0.00000e+00 0.00000e+00
9.89614e-01 1.83992e+02 8.72857e+00 1.23358e+00 4.86848e-01 0.00000e+00 0.00000e+00
1.34131e+00 1.34994e+02 6.21313e+00 4.23575e-01 3.80875e-01 0.00000e+00 0.00000e+00
1.81798e+00 1.01800e+02 4.58486e+00 4.94130e-01 2.37282e-01 0.00000e+00 0.00000e+00
2.46406e+00 8.51817e+01 3.83424e+00 6.77818e-01 2.08314e-01 0.00000e+00 0.00000e+00
3.33975e+00 6.67945e+01 2.87325e+00 6.10834e-01 1.45459e-01 0.00000e+00 0.00000e+00
4.52664e+00 5.09517e+01 2.47859e+00 3.92254e-01 1.22091e-01 0.00000e+00 0.00000e+00
6.13533e+00 4.07987e+01 2.06342e+00 1.89521e-01 7.63426e-02 0.00000e+00 0.00000e+00
8.31572e+00 3.09955e+01 1.68164e+00 3.12105e-01 5.98190e-02 0.00000e+00 0.00000e+00
1.12710e+01 2.22679e+01 1.37749e+00 1.81976e-01 4.87006e-02 0.00000e+00 0.00000e+00
1.52765e+01 1.58615e+01 1.20344e+00 9.78150e-02 3.80352e-02 0.00000e+00 0.00000e+00
2.07055e+01 1.06373e+01 1.05866e+00 1.48003e-01 2.83728e-02 0.00000e+00 0.00000e+00
2.80639e+01 7.18114e+00 9.41475e-01 1.11917e-01 2.92881e-02 0.00000e+00 0.00000e+00
3.80373e+01 4.31337e+00 7.89674e-01 9.53066e-02 2.47697e-02 0.00000e+00 0.00000e+00
5.15551e+01 2.09907e+00 7.04776e-01 5.72321e-02 1.83858e-02 0.00000e+00 0.00000e+00
6.98769e+01 8.19309e-01 6.78750e-01 1.80118e-02 1.89800e-02 0.00000e+00 0.00000e+00
9.47099e+01 1.00485e-01 6.60282e-01 2.96152e-02 1.68849e-02 0.00000e+00 0.00000e+00
