# rp wgg wgg_err wgp wgp_err wpp wpp_err
1.17769e-01 1.89581e+03 1.37132e+02 3.71575e+01 9.27777e+00 0.00000e+00 0.00000e+00
1.59622e-01 1.36969e+03 9.65043e+01 4.05478e+01 5.55660e+00 0.00000e+00 0.00000e+00
2.16349e-01 1.01564e+03 5.47162e+01 2.20605e+01 3.08533e+00 0.00000e+00 0.00000e+00
2.93236e-01 8.29798e+02 4.34878e+01 1.66332e+01 2.60369e+00 0.00000e+00 0.00000e+00
3.97447e-01 6.50383e+02 3.13909e+01 1.14173e+01 1.55604e+00 0.00000e+00 0.00000e+00
5.38693e-01 4.29296e+02 2.24985e+01 8.38322e+00 1.11515e+00 0.00000e+00 0.00000e+00
7.30136e-01 2.82037e+02 1.27673e+01 4.13786e+00 7.82729e-01 0.00000e+00 0.00000e+00
9.89614e-01 2.04082e+02 9.60290e+00 2.74853e+00 4.92261e-01 0.00000e+00 0.00000e+00
1.34131e+00 1.42391e+02 6.80329e+00 1.29178e+00 3.41399e-01 0.00000e+00 0.00000e+00
1.81798e+00 1.09523e+02 4.89259e+00 1.05061e+00 2.45923e-01 0.00000e+00 0.00000e+00
2.46406e+00 9.31182e+01 4.12729e+00 8.75370e-01 1.75165e-01 0.00000e+00 0.00000e+00
3.33975e+00 7.20657e+01 3.11285e+00 8.49961e-01 1.28198e-01 0.00000e+00 0.00000e+00
4.52664e+00 5.56570e+01 2.61759e+00 7.37086e-01 9.57042e-02 0.00000e+00 0.00000e+00
6.13533e+00 4.25702e+01 2.11181e+00 5.86733e-01 7.72943e-02 0.00000e+00 0.00000e+00
8.31572e+00 3.23012e+01 1.76439e+00 4.36086e-01 5.81831e-02 0.00000e+00 0.00000e+00
1.12710e+01 2.26316e+01 1.40809e+00 3.27035e-01 5.10983e-02 0.00000e+00 0.00000e+00
1.52765e+01 1.64621e+01 1.29915e+00 2.22133e-01 3.70383e-02 0.00000e+00 0.00000e+00
2.07055e+01 1.09793e+01 1.05695e+00 2.63290e-01 3.17809e-02 0.00000e+00 0.00000e+00
2.80639e+01 6.97320e+00 9.97752e-01 1.92609e-01 2.67356e-02 0.00000e+00 0.00000e+00
3.80373e+01 3.91050e+00 8.63954e-01 1.30446e-01 2.10581e-02 0.00000e+00 0.00000e+00
5.15551e+01 1.50224e+00 7.77101e-01 6.48524e-02 1.88794e-02 0.00000e+00 0.00000e+00
6.98769e+01 2.38031e-01 7.63363e-01 3.75848e-02 1.77917e-02 0.00000e+00 0.00000e+00
9.47099e+01 -2.44781e-01 7.37460e-01 3.05978e-02 1.40468e-02 0.00000e+00 0.00000e+00
