# rp wgg wgg_err wgp wgp_err wpp wpp_err
1.17769e-01 8.06146e+02 7.53579e+01 7.09366e+00 7.17138e+00 0.00000e+00 0.00000e+00
1.59622e-01 6.83129e+02 4.88872e+01 6.93838e+00 5.22163e+00 0.00000e+00 0.00000e+00
2.16349e-01 5.02455e+02 3.10582e+01 5.42932e+00 3.95097e+00 0.00000e+00 0.00000e+00
2.93236e-01 4.68108e+02 2.71598e+01 3.40644e+00 2.30058e+00 0.00000e+00 0.00000e+00
3.97447e-01 3.76191e+02 1.95840e+01 2.44543e+00 1.72799e+00 0.00000e+00 0.00000e+00
5.38693e-01 2.55142e+02 1.21236e+01 1.75183e+00 1.21515e+00 0.00000e+00 0.00000e+00
7.30136e-01 1.93360e+02 9.61661e+00 1.28201e+00 7.80560e-01 0.00000e+00 0.00000e+00
9.89614e-01 1.39161e+02 6.50078e+00 5.85737e-01 5.89657e-01 0.00000e+00 0.00000e+00
1.34131e+00 1.06602e+02 5.17542e+00 3.75948e-01 4.14312e-01 0.00000e+00 0.00000e+00
1.81798e+00 8.25988e+01 3.81764e+00 7.11612e-01 3.47408e-01 0.00000e+00 0.00000e+00
2.46406e+00 6.86191e+01 3.20924e+00 3.94489e-01 2.50307e-01 0.00000e+00 0.00000e+00
3.33975e+00 5.51247e+01 2.61927e+00 3.41158e-01 1.68707e-01 0.00000e+00 0.00000e+00
4.52664e+00 4.37561e+01 2.17518e+00 1.87293e-01 1.13620e-01 0.00000e+00 0.00000e+00
6.13533e+00 3.36888e+01 1.77600e+00 2.11828e-01 7.25910e-02 0.00000e+00 0.00000e+00
8.31572e+00 2.41029e+01 1.42864e+00 1.18694e-01 6.89315e-02 0.00000e+00 0.00000e+00
1.12710e+01 1.75955e+01 1.25006e+00 1.24789e-01 6.13420e-02 0.00000e+00 0.00000e+00
1.52765e+01 1.21212e+01 1.05810e+00 1.72573e-01 4.84943e-02 0.00000e+00 0.00000e+00
2.07055e+01 8.25888e+00 9.56673e-01 8.69555e-02 3.79210e-02 0.00000e+00 0.00000e+00
2.80639e+01 5.19751e+00 8.69023e-01 1.57423e-02 3.17709e-02 0.00000e+00 0.00000e+00
3.80373e+01 2.79776e+00 8.03038e-01 2.87260e-02 3.08691e-02 0.00000e+00 0.00000e+00
5.15551e+01 1.01340e+00 7.40963e-01 1.37901e-02 2.84895e-02 0.00000e+00 0.00000e+00
6.98769e+01 1.65181e-01 7.13760e-01 2.11229e-02 2.58939e-02 0.00000e+00 0.00000e+00
9.47099e+01 -4.22310e-01 7.15337e-01 9.80858e-03 1.95609e-02 0.00000e+00 0.00000e+00
