# rp wgg wgg_err wgp wgp_err wpp wpp_err
1.17769e-01 1.07810e+03 7.77755e+01 1.67661e+01 7.62064e+00 0.00000e+00 0.00000e+00
1.59622e-01 8.03297e+02 5.76196e+01 1.08846e+01 4.89042e+00 0.00000e+00 0.00000e+00
2.16349e-01 6.82513e+02 4.08389e+01 7.51653e+00 3.78413e+00 0.00000e+00 0.00000e+00
2.93236e-01 6.19462e+02 3.13090e+01 6.58260e+00 2.47870e+00 0.00000e+00 0.00000e+00
3.97447e-01 4.73372e+02 2.36219e+01 5.17839e+00 1.61793e+00 0.00000e+00 0.00000e+00
5.38693e-01 3.02784e+02 1.59378e+01 3.05307e+00 1.12097e+00 0.00000e+00 0.00000e+00
7.30136e-01 2.14802e+02 1.03148e+01 1.67358e+00 7.88960e-01 0.00000e+00 0.00000e+00
9.89614e-01 1.60753e+02 7.72002e+00 5.15457e-01 5.20558e-01 0.00000e+00 0.00000e+00
1.34131e+00 1.11078e+02 5.32766e+00 9.47383e-01 3.29100e-01 0.00000e+00 0.00000e+00
1.81798e+00 8.88329e+01 4.34009e+00 6.18517e-01 2.67716e-01 0.00000e+00 0.00000e+00
2.46406e+00 7.65967e+01 3.78214e+00 3.86964e-01 2.01764e-01 0.00000e+00 0.00000e+00
3.33975e+00 6.13924e+01 2.89909e+00 4.74684e-01 1.53581e-01 0.00000e+00 0.00000e+00
4.52664e+00 4.59992e+01 2.25454e+00 2.57194e-01 1.12629e-01 0.00000e+00 0.00000e+00
6.13533e+00 3.50924e+01 1.88529e+00 2.47830e-01 8.44192e-02 0.00000e+00 0.00000e+00
8.31572e+00 2.69358e+01 1.62888e+00 1.46940e-01 6.00765e-02 0.00000e+00 0.00000e+00
1.12710e+01 1.93279e+01 1.31233e+00 1.51284e-01 4.94377e-02 0.00000e+00 0.00000e+00
1.52765e+01 1.41530e+01 1.19244e+00 1.48260e-01 4.33088e-02 0.00000e+00 0.00000e+00
2.07055e+01 9.18881e+00 9.92532e-01 1.43957e-01 3.49059e-02 0.00000e+00 0.00000e+00
2.80639e+01 5.65512e+00 9.41452e-01 1.45561e-01 2.61409e-02 0.00000e+00 0.00000e+00
3.80373e+01 3.20447e+00 8.23003e-01 8.80063e-02 2.73457e-02 0.00000e+00 0.00000e+00
5.15551e+01 1.12794e+00 7.36800e-01 5.97714e-02 2.34995e-02 0.00000e+00 0.00000e+00
6.98769e+01 1.45111e-01 7.36120e-01 3.78837e-02 1.82482e-02 0.00000e+00 0.00000e+00
9.47099e+01 -2.03093e-01 7.15411e-01 3.20122e-02 1.83474e-02 0.00000e+00 0.00000e+00
