# rp wgg wgg_err wgp wgp_err wpp wpp_err
1.17769e-01 4.42529e+02 7.99946e+01 3.00545e+00 5.51815e+00 0.00000e+00 0.00000e+00
1.59622e-01 2.54460e+02 4.32539e+01 6.52585e-01 4.15754e+00 0.00000e+00 0.00000e+00
2.16349e-01 1.85945e+02 2.67140e+01 3.07653e+00 2.56566e+00 0.00000e+00 0.00000e+00
2.93236e-01 1.15429e+02 1.65994e+01 6.17531e-01 1.92747e+00 0.00000e+00 0.00000e+00
3.97447e-01 1.49419e+02 1.36488e+01 7.58329e-02 1.50421e+00 0.00000e+00 0.00000e+00
5.38693e-01 2.29441e+02 9.56665e+00 8.13771e-01 1.14241e+00 0.00000e+00 0.00000e+00
7.30136e-01 1.66512e+02 7.74861e+00 -1.50219e+00 7.66134e-01 0.00000e+00 0.00000e+00
9.89614e-01 1.24821e+02 5.58478e+00 7.23825e-01 5.49039e-01 0.00000e+00 0.00000e+00
1.34131e+00 9.69925e+01 3.74279e+00 9.02275e-01 4.02578e-01 0.00000e+00 0.00000e+00
1.81798e+00 7.53401e+01 3.54139e+00 9.69398e-03 2.65851e-01 0.00000e+00 0.00000e+00
2.46406e+00 6.14620e+01 2.55266e+00 3.11514e-01 2.14990e-01 0.00000e+00 0.00000e+00
3.33975e+00 4.84354e+01 2.08811e+00 -2.54932e-01 1.43440e-01 0.00000e+00 0.00000e+00
4.52664e+00 4.02459e+01 1.76089e+00 -1.31061e-02 1.14387e-01 0.00000e+00 0.00000e+00
6.13533e+00 3.03364e+01 1.48046e+00 -6.66337e-04 8.09399e-02 0.00000e+00 0.00000e+00
8.31572e+00 2.36635e+01 1.19829e+00 9.77522e-02 5.91471e-02 0.00000e+00 0.00000e+00
1.12710e+01 1.66136e+01 9.92221e-01 6.83320e-02 4.93508e-02 0.00000e+00 0.00000e+00
1.52765e+01 1.18022e+01 8.12184e-01 2.43279e-02 4.14239e-02 0.00000e+00 0.00000e+00
2.07055e+01 7.86937e+00 7.34952e-01 1.80924e-03 3.17195e-02 0.00000e+00 0.00000e+00
2.80639e+01 4.69859e+00 6.24436e-01 2.23228e-02 2.57840e-02 0.00000e+00 0.00000e+00
3.80373e+01 2.51842e+00 5.27111e-01 4.84991e-02 2.25191e-02 0.00000e+00 0.00000e+00
5.15551e+01 1.02782e+00 4.45039e-01 2.28319e-02 2.01192e-02 0.00000e+00 0.00000e+00
6.98769e+01 3.42027e-01 4.10597e-01 -7.97410e-03 1.53688e-02 0.00000e+00 0.00000e+00
9.47099e+01 2.34736e-01 4.15859e-01 -1.75242e-02 1.63701e-02 0.00000e+00 0.00000e+00
