# rp wgg wgg_err wgp wgp_err wpp wpp_err
1.17769e-01 5.25535e+02 9.31077e+01 2.23198e+00 6.63557e+00 0.00000e+00 0.00000e+00
1.59622e-01 3.66764e+02 4.44073e+01 1.57289e+00 3.90151e+00 0.00000e+00 0.00000e+00
2.16349e-01 2.86475e+02 3.20742e+01 1.25235e+00 2.31735e+00 0.00000e+00 0.00000e+00
2.93236e-01 1.83769e+02 1.84048e+01 4.70026e+00 2.25892e+00 0.00000e+00 0.00000e+00
3.97447e-01 2.22473e+02 1.65918e+01 4.61514e+00 1.43717e+00 0.00000e+00 0.00000e+00
5.38693e-01 2.76869e+02 1.41361e+01 2.74759e+00 1.16377e+00 0.00000e+00 0.00000e+00
7.30136e-01 1.93953e+02 8.03888e+00 9.84061e-01 7.41236e-01 0.00000e+00 0.00000e+00
9.89614e-01 1.37177e+02 5.71111e+00 1.72758e-01 5.12627e-01 0.00000e+00 0.00000e+00
1.34131e+00 1.07597e+02 4.45577e+00 3.65042e-01 4.04886e-01 0.00000e+00 0.00000e+00
1.81798e+00 8.52846e+01 3.49549e+00 6.28179e-01 3.02584e-01 0.00000e+00 0.00000e+00
2.46406e+00 7.16973e+01 2.97030e+00 4.90889e-01 2.18110e-01 0.00000e+00 0.00000e+00
3.33975e+00 5.66024e+01 2.29962e+00 5.59008e-01 1.27901e-01 0.00000e+00 0.00000e+00
4.52664e+00 4.48149e+01 1.84279e+00 2.15925e-01 1.21071e-01 0.00000e+00 0.00000e+00
6.13533e+00 3.54122e+01 1.57684e+00 2.33320e-01 9.01425e-02 0.00000e+00 0.00000e+00
8.31572e+00 2.67346e+01 1.25159e+00 2.43231e-01 6.11168e-02 0.00000e+00 0.00000e+00
1.12710e+01 1.95405e+01 1.00311e+00 1.32944e-01 5.37203e-02 0.00000e+00 0.00000e+00
1.52765e+01 1.34371e+01 8.67234e-01 1.02705e-01 3.96618e-02 0.00000e+00 0.00000e+00
2.07055e+01 9.31008e+00 7.48144e-01 9.16878e-02 3.39592e-02 0.00000e+00 0.00000e+00
2.80639e+01 5.22686e+00 6.12799e-01 1.29434e-01 3.04305e-02 0.00000e+00 0.00000e+00
3.80373e+01 2.80662e+00 5.11857e-01 7.66382e-02 2.75477e-02 0.00000e+00 0.00000e+00
5.15551e+01 1.20377e+00 4.79356e-01 5.85198e-02 1.90719e-02 0.00000e+00 0.00000e+00
6.98769e+01 5.22098e-01 4.67075e-01 3.33794e-02 1.66826e-02 0.00000e+00 0.00000e+00
9.47099e+01 9.95869e-02 4.52030e-01 3.55715e-02 1.15004e-02 0.00000e+00 0.00000e+00
