# rp wgg wgg_err wgp wgp_err wpp wpp_err
1.17769e-01 7.76356e+02 1.39568e+02 1.46609e+01 8.04207e+00 0.00000e+00 0.00000e+00
1.59622e-01 5.03918e+02 7.13762e+01 1.08101e+01 5.23374e+00 0.00000e+00 0.00000e+00
2.16349e-01 3.36407e+02 3.72320e+01 9.67820e+00 2.54807e+00 0.00000e+00 0.00000e+00
2.93236e-01 2.24130e+02 2.24059e+01 5.69617e+00 2.13521e+00 0.00000e+00 0.00000e+00
3.97447e-01 2.46175e+02 1.54501e+01 5.62890e+00 1.50667e+00 0.00000e+00 0.00000e+00
5.38693e-01 3.23322e+02 1.46287e+01 4.79325e+00 1.21419e+00 0.00000e+00 0.00000e+00
7.30136e-01 2.12621e+02 8.47660e+00 1.97492e+00 7.45936e-01 0.00000e+00 0.00000e+00
9.89614e-01 1.47853e+02 6.19435e+00 4.41412e-01 6.05641e-01 0.00000e+00 0.00000e+00
1.34131e+00 1.19607e+02 4.65390e+00 1.15671e+00 3.34983e-01 0.00000e+00 0.00000e+00
1.81798e+00 9.36174e+01 3.53612e+00 8.44746e-01 2.97714e-01 0.00000e+00 0.00000e+00
2.46406e+00 7.61990e+01 2.65331e+00 8.52997e-01 2.37816e-01 0.00000e+00 0.00000e+00
3.33975e+00 6.05774e+01 2.20722e+00 7.35097e-01 1.61604e-01 0.00000e+00 0.00000e+00
4.52664e+00 4.78469e+01 1.60632e+00 5.35654e-01 1.20718e-01 0.00000e+00 0.00000e+00
6.13533e+00 3.82791e+01 1.47719e+00 3.49215e-01 7.72623e-02 0.00000e+00 0.00000e+00
8.31572e+00 2.88671e+01 1.14945e+00 3.10076e-01 7.55152e-02 0.00000e+00 0.00000e+00
1.12710e+01 2.08632e+01 9.61790e-01 1.71888e-01 5.39631e-02 0.00000e+00 0.00000e+00
1.52765e+01 1.45904e+01 7.94667e-01 1.72948e-01 4.32087e-02 0.00000e+00 0.00000e+00
2.07055e+01 9.62564e+00 7.34910e-01 1.52313e-01 3.48164e-02 0.00000e+00 0.00000e+00
2.80639e+01 5.87992e+00 6.45109e-01 1.40839e-01 3.00081e-02 0.00000e+00 0.00000e+00
3.80373e+01 2.89796e+00 5.49361e-01 9.74962e-02 2.48521e-02 0.00000e+00 0.00000e+00
5.15551e+01 1.26498e+00 4.69164e-01 5.49470e-02 2.06547e-02 0.00000e+00 0.00000e+00
6.98769e+01 6.59386e-01 4.10085e-01 3.21449e-02 1.87275e-02 0.00000e+00 0.00000e+00
9.47099e+01 2.43686e-01 4.09008e-01 1.76223e-02 1.65288e-02 0.00000e+00 0.00000e+00
