# rp wgg wgg_err wgp wgp_err wpp wpp_err
1.17769e-01 6.01680e+02 4.23601e+01 1.94359e+01 5.78051e+00 0.00000e+00 0.00000e+00
1.59622e-01 4.24685e+02 2.48605e+01 6.20999e+00 4.06321e+00 0.00000e+00 0.00000e+00
2.16349e-01 2.97404e+02 2.08356e+01 6.67396e+00 2.84975e+00 0.00000e+00 0.00000e+00
2.93236e-01 2.00495e+02 1.53867e+01 2.45880e+00 1.58927e+00 0.00000e+00 0.00000e+00
3.97447e-01 2.43592e+02 1.19535e+01 1.63593e+00 1.20925e+00 0.00000e+00 0.00000e+00
5.38693e-01 2.92651e+02 1.18095e+01 3.57948e+00 1.11187e+00 0.00000e+00 0.00000e+00
7.30136e-01 1.91357e+02 7.81304e+00 2.27096e+00 6.46159e-01 0.00000e+00 0.00000e+00
9.89614e-01 1.49125e+02 5.43930e+00 1.39005e+00 5.57267e-01 0.00000e+00 0.00000e+00
1.34131e+00 1.15659e+02 4.15118e+00 1.09082e+00 3.29498e-01 0.00000e+00 0.00000e+00
1.81798e+00 8.70622e+01 3.40758e+00 6.44254e-01 2.30029e-01 0.00000e+00 0.00000e+00
2.46406e+00 7.17069e+01 2.84315e+00 3.49099e-01 1.84402e-01 0.00000e+00 0.00000e+00
3.33975e+00 5.85292e+01 2.27202e+00 4.37263e-01 1.30976e-01 0.00000e+00 0.00000e+00
4.52664e+00 4.51061e+01 1.78752e+00 4.14000e-01 8.64797e-02 0.00000e+00 0.00000e+00
6.13533e+00 3.57075e+01 1.48892e+00 3.49906e-01 7.94978e-02 0.00000e+00 0.00000e+00
8.31572e+00 2.61873e+01 1.17373e+00 2.36010e-01 5.23411e-02 0.00000e+00 0.00000e+00
1.12710e+01 2.00208e+01 1.05362e+00 2.06309e-01 4.20489e-02 0.00000e+00 0.00000e+00
1.52765e+01 1.32456e+01 8.69091e-01 1.66122e-01 3.30412e-02 0.00000e+00 0.00000e+00
2.07055e+01 8.69032e+00 7.30006e-01 9.24435e-02 2.93951e-02 0.00000e+00 0.00000e+00
2.80639e+01 5.29040e+00 6.21306e-01 9.79012e-02 2.50741e-02 0.00000e+00 0.00000e+00
3.80373e+01 2.50240e+00 5.58496e-01 4.89468e-02 2.07536e-02 0.00000e+00 0.00000e+00
5.15551e+01 9.27286e-01 5.06754e-01 7.29375e-02 1.72950e-02 0.00000e+00 0.00000e+00
6.98769e+01 4.21175e-01 4.96072e-01 4.99423e-02 1.46546e-02 0.00000e+00 0.00000e+00
9.47099e+01 -6.37035e-02 4.86577e-01 2.59478e-02 1.26427e-02 0.00000e+00 0.00000e+00
