# rp wgg wgg_err wgp wgp_err wpp wpp_err
1.17769e-01 4.30738e+02 6.31934e+01 1.44930e+00 5.64855e+00 0.00000e+00 0.00000e+00
1.59622e-01 2.78931e+02 4.25460e+01 8.56222e+00 3.68449e+00 0.00000e+00 0.00000e+00
2.16349e-01 2.95406e+02 2.87456e+01 1.81705e-01 2.62902e+00 0.00000e+00 0.00000e+00
2.93236e-01 1.57526e+02 1.65604e+01 4.18644e+00 2.12138e+00 0.00000e+00 0.00000e+00
3.97447e-01 2.06439e+02 1.67009e+01 2.89858e+00 1.18101e+00 0.00000e+00 0.00000e+00
5.38693e-01 2.86666e+02 1.29505e+01 2.40156e+00 1.16433e+00 0.00000e+00 0.00000e+00
7.30136e-01 1.75406e+02 8.28256e+00 1.57210e+00 6.99266e-01 0.00000e+00 0.00000e+00
9.89614e-01 1.33027e+02 6.30156e+00 1.13729e+00 5.24861e-01 0.00000e+00 0.00000e+00
1.34131e+00 1.05449e+02 4.32606e+00 3.48904e-01 3.49980e-01 0.00000e+00 0.00000e+00
1.81798e+00 7.63293e+01 3.20031e+00 3.41598e-01 2.81457e-01 0.00000e+00 0.00000e+00
2.46406e+00 6.48030e+01 2.62124e+00 7.22036e-01 2.10272e-01 0.00000e+00 0.00000e+00
3.33975e+00 5.36208e+01 2.07880e+00 4.04420e-01 1.54217e-01 0.00000e+00 0.00000e+00
4.52664e+00 4.30534e+01 1.74028e+00 1.73277e-01 1.08443e-01 0.00000e+00 0.00000e+00
6.13533e+00 3.38405e+01 1.50880e+00 1.71342e-01 9.55074e-02 0.00000e+00 0.00000e+00
8.31572e+00 2.50711e+01 1.15849e+00 1.75914e-01 6.34202e-02 0.00000e+00 0.00000e+00
1.12710e+01 1.87134e+01 1.03483e+00 1.90767e-01 4.83835e-02 0.00000e+00 0.00000e+00
1.52765e+01 1.25773e+01 8.63381e-01 8.51512e-02 3.99080e-02 0.00000e+00 0.00000e+00
2.07055e+01 8.58446e+00 7.09129e-01 9.65439e-02 3.26034e-02 0.00000e+00 0.00000e+00
2.80639e+01 4.77698e+00 6.04238e-01 8.56092e-02 2.83469e-02 0.00000e+00 0.00000e+00
3.80373e+01 2.34887e+00 5.19290e-01 4.11001e-02 2.22170e-02 0.00000e+00 0.00000e+00
5.15551e+01 6.54063e-01 4.53701e-01 1.74820e-02 1.76007e-02 0.00000e+00 0.00000e+00
6.98769e+01 2.47648e-01 4.34616e-01 5.34821e-03 1.30428e-02 0.00000e+00 0.00000e+00
9.47099e+01 -3.59690e-01 4.38302e-01 2.21686e-02 1.44118e-02 0.00000e+00 0.00000e+00
