# rp wgg wgg_err wgp wgp_err wpp wpp_err
1.17769e-01 6.05910e+02 8.04426e+01 1.22053e+01 4.85366e+00 0.00000e+00 0.00000e+00
1.59622e-01 3.61851e+02 3.61106e+01 2.30339e+00 3.53868e+00 0.00000e+00 0.00000e+00
2.16349e-01 2.37404e+02 2.38900e+01 4.90926e+00 2.22048e+00 0.00000e+00 0.00000e+00
2.93236e-01 1.81804e+02 1.46169e+01 3.43669e+00 1.50944e+00 0.00000e+00 0.00000e+00
3.97447e-01 2.12892e+02 1.18042e+01 2.43823e+00 9.87752e-01 0.00000e+00 0.00000e+00
5.38693e-01 2.70467e+02 1.07081e+01 2.09442e+00 9.07747e-01 0.00000e+00 0.00000e+00
7.30136e-01 1.87178e+02 7.62790e+00 -3.57364e-01 5.75169e-01 0.00000e+00 0.00000e+00
9.89614e-01 1.37543e+02 5.31479e+00 1.14229e+00 4.86600e-01 0.00000e+00 0.00000e+00
1.34131e+00 1.05777e+02 3.98380e+00 4.48410e-01 2.67478e-01 0.00000e+00 0.00000e+00
1.81798e+00 8.34685e+01 3.24991e+00 3.18602e-01 2.23849e-01 0.00000e+00 0.00000e+00
2.46406e+00 6.83673e+01 2.56210e+00 5.35726e-01 1.78143e-01 0.00000e+00 0.00000e+00
3.33975e+00 5.48494e+01 1.93557e+00 2.32072e-01 1.11438e-01 0.00000e+00 0.00000e+00
4.52664e+00 4.31386e+01 1.65359e+00 9.58726e-02 8.30422e-02 0.00000e+00 0.00000e+00
6.13533e+00 3.42922e+01 1.43693e+00 1.72838e-01 7.12202e-02 0.00000e+00 0.00000e+00
8.31572e+00 2.58376e+01 1.13294e+00 2.19611e-01 4.84511e-02 0.00000e+00 0.00000e+00
1.12710e+01 1.88828e+01 9.88594e-01 2.08306e-01 3.66813e-02 0.00000e+00 0.00000e+00
1.52765e+01 1.28082e+01 7.59786e-01 1.14606e-01 3.30051e-02 0.00000e+00 0.00000e+00
2.07055e+01 8.70466e+00 6.76791e-01 4.55621e-02 2.67187e-02 0.00000e+00 0.00000e+00
2.80639e+01 5.19731e+00 5.78295e-01 1.07383e-01 2.17243e-02 0.00000e+00 0.00000e+00
3.80373e+01 2.84478e+00 4.93116e-01 5.86019e-02 1.72018e-02 0.00000e+00 0.00000e+00
5.15551e+01 1.20894e+00 4.28151e-01 4.40148e-02 1.47080e-02 0.00000e+00 0.00000e+00
6.98769e+01 5.76832e-01 4.12707e-01 7.13639e-03 1.37966e-02 0.00000e+00 0.00000e+00
9.47099e+01 1.91030e-01 4.18400e-01 1.70555e-02 1.07671e-02 0.00000e+00 0.00000e+00
