# rp  wgg  wgg_err  wgp  wgp_err  wpp  wpp_err
0.117767 441.678000 39.445600 7.632910 5.153620 0.000000 0.000000
0.159615 290.687000 23.528000 8.183640 3.844070 0.000000 0.000000
0.216334 255.547000 17.327500 1.551700 2.500160 0.000000 0.000000
0.293207 144.676000 11.718100 3.653240 1.639250 0.000000 0.000000
0.397397 176.889000 10.389000 2.267220 1.407630 0.000000 0.000000
0.538610 262.398000 9.184830 1.693390 1.210580 0.000000 0.000000
0.730002 176.904000 6.541400 2.156240 0.745850 0.000000 0.000000
0.989404 132.701000 5.759120 0.959113 0.609800 0.000000 0.000000
1.340980 108.399000 4.642550 -0.002891 0.382298 0.000000 0.000000
1.817500 84.581600 3.822790 0.420469 0.245194 0.000000 0.000000
2.463340 68.585000 3.378870 0.424722 0.185990 0.000000 0.000000
3.338670 59.156000 3.127360 0.465444 0.143568 0.000000 0.000000
4.525050 46.226000 2.770830 0.349389 0.108125 0.000000 0.000000
6.133000 36.762200 2.735440 0.154641 0.087836 0.000000 0.000000
8.312340 28.641800 2.443170 0.165718 0.059969 0.000000 0.000000
11.266100 22.165800 2.227640 0.229903 0.050027 0.000000 0.000000
15.269400 15.525800 2.158690 0.128554 0.047176 0.000000 0.000000
20.695400 11.282200 1.950310 0.111965 0.035877 0.000000 0.000000
28.049400 7.315170 1.624260 0.101964 0.029459 0.000000 0.000000
38.016600 4.535160 1.281800 0.067228 0.028170 0.000000 0.000000
51.525600 2.497810 0.953819 0.042392 0.023539 0.000000 0.000000
69.834900 1.581540 0.727061 -0.002248 0.018594 0.000000 0.000000
94.650400 1.205110 0.578604 0.015883 0.016611 0.000000 0.000000
128.284000 0.422619 0.397588 0.012501 0.013478 0.000000 0.000000
173.869000 0.131094 0.242762 0.001884 0.010829 0.000000 0.000000
