# rp  wgg  wgg_err  wgp  wgp_err  wpp  wpp_err
0.117767 571.294000 28.772000 6.046490 4.998250 0.000000 0.000000
0.159615 370.008000 18.430300 2.527450 3.012820 0.000000 0.000000
0.216334 265.124000 14.745900 4.006410 2.036430 0.000000 0.000000
0.293207 165.722000 9.596030 2.820320 1.564430 0.000000 0.000000
0.397397 195.148000 8.073550 1.636130 0.887224 0.000000 0.000000
0.538610 279.500000 7.684020 3.460870 0.891191 0.000000 0.000000
0.730002 191.685000 6.115110 -0.269822 0.623918 0.000000 0.000000
0.989404 140.093000 4.556070 0.803927 0.455971 0.000000 0.000000
1.340980 111.893000 3.766800 1.132340 0.305457 0.000000 0.000000
1.817500 88.710700 3.680810 0.298254 0.212221 0.000000 0.000000
2.463340 71.898300 3.430270 0.536615 0.151000 0.000000 0.000000
3.338670 59.045700 3.121040 0.203209 0.113060 0.000000 0.000000
4.525050 46.665700 2.889650 0.198824 0.079662 0.000000 0.000000
6.133000 38.368400 2.728460 0.251441 0.064132 0.000000 0.000000
8.312340 29.278000 2.539590 0.223833 0.047201 0.000000 0.000000
11.266100 22.314100 2.345120 0.188176 0.038338 0.000000 0.000000
15.269400 15.876000 2.242700 0.089471 0.031069 0.000000 0.000000
20.695400 11.176200 2.041330 0.056823 0.025341 0.000000 0.000000
28.049400 7.542060 1.742710 0.056890 0.020648 0.000000 0.000000
38.016600 4.549860 1.390100 0.053859 0.018218 0.000000 0.000000
51.525600 2.561890 1.030980 0.064559 0.017213 0.000000 0.000000
69.834900 1.550370 0.785946 0.015251 0.014429 0.000000 0.000000
94.650400 1.078510 0.584849 0.021978 0.011377 0.000000 0.000000
128.284000 0.209319 0.373548 0.010092 0.012368 0.000000 0.000000
173.869000 0.006606 0.214793 0.004780 0.008820 0.000000 0.000000
