# rp  wgg  wgg_err  wgp  wgp_err  wpp  wpp_err
0.117767 534.612000 42.724300 12.902900 5.335850 0.000000 0.000000
0.159615 339.433000 24.526100 -0.119620 3.542000 0.000000 0.000000
0.216334 255.880000 17.770500 4.220380 2.167260 0.000000 0.000000
0.293207 146.034000 12.694000 4.601600 1.667850 0.000000 0.000000
0.397397 190.890000 9.797910 2.638270 1.567180 0.000000 0.000000
0.538610 274.789000 8.812060 4.085390 1.065540 0.000000 0.000000
0.730002 183.682000 6.519110 0.718694 0.745510 0.000000 0.000000
0.989404 136.901000 4.902310 0.183927 0.531624 0.000000 0.000000
1.340980 110.933000 4.092150 0.518071 0.411156 0.000000 0.000000
1.817500 89.228900 3.445440 1.047180 0.237059 0.000000 0.000000
2.463340 73.376200 3.185850 0.398448 0.194349 0.000000 0.000000
3.338670 59.675400 2.974950 0.428114 0.136852 0.000000 0.000000
4.525050 47.260700 2.744700 0.319783 0.112510 0.000000 0.000000
6.133000 37.684200 2.545430 0.248589 0.088932 0.000000 0.000000
8.312340 29.674800 2.389340 0.197075 0.058857 0.000000 0.000000
11.266100 22.835900 2.211470 0.104666 0.047975 0.000000 0.000000
15.269400 16.513500 2.105140 0.173982 0.036444 0.000000 0.000000
20.695400 11.916700 1.933480 0.141777 0.034952 0.000000 0.000000
28.049400 7.854550 1.650340 0.083998 0.026150 0.000000 0.000000
38.016600 4.618450 1.316390 0.065108 0.024099 0.000000 0.000000
51.525600 3.123940 1.046010 0.066137 0.016850 0.000000 0.000000
69.834900 2.068140 0.845346 0.071289 0.017784 0.000000 0.000000
94.650400 1.504530 0.690290 0.025066 0.015695 0.000000 0.000000
128.284000 0.603645 0.471889 0.004040 0.012902 0.000000 0.000000
173.869000 0.378822 0.302632 0.009033 0.011783 0.000000 0.000000
